title,creator,description,date,subject-lcsh,subject,relation,contributing institution,publisher digital,digital collection website,source,identifier,publisher,format original,type,format,digitization specifications,rights,rightsstatement,language,date digital,coverage,latitude,longitude,full text,filename,oclc number,date created,date modified,reference url,cdmid,contentdm file name,contentdm file path,objectid
Notes on the Bruces Eddy Bill,"Curtis, Albert B. (Albert Bruce), 1903-1985","Notes on the Bruces Eddy Bill, written by Bert Curtis [?]",1956-03-21,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir;","Curtis, Bert; Bruces Eddy;",MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7a-028,,correspondence files,Text,application/pdf,PDF displayed. Individual pages saved as 400 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),,,,,,2018-05-15,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/68,68,69.cpd,/dworshak/supp/68/index.pdf,dworshak68
Response to Bert Curtis's revisions on the Bruces Eddy Bill,"Smith, Allan A.",A letter indicating that Bert Curtis's revisions to the Bruces Eddy bill have been considered and included,1956-04-11,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir;","Curtis, Bert; Smith, Allan, A.; Smith, Gray, Hill, and Rogers Law Offices; Bruces Eddy;",MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7a-029,,correspondence files,Text,application/pdf,PDF displayed. Individual pages saved as 400 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),,,,,,2018-05-15,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/70,70,71.cpd,/dworshak/supp/70/index.pdf,dworshak70
Revised Bruces Eddy Bill,,Revised Bruces Eddy Bill,1956-04-12,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir;","Curtis, Bert; Smith, Allan, A.; Smith, Gray, Hill, and Rogers Law Offices; Bruces Eddy;",MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7a-030,,correspondence files,Text,application/pdf,PDF displayed. Individual pages saved as 400 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),,,,,,2018-05-15,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/73,73,74.cpd,/dworshak/supp/73/index.pdf,dworshak73
Public Works Appropriation Bill,US Senate,A conversation between General Sturgis and Senator Dworshak,1955-04-25,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak, Henry C. (Henry Clarence), 1894-1962;","Curtis, Bert; Dworshak, Henry C.; Sturgis Jr. S.D.; Bruces Eddy;",MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7a-031,,correspondence files,Text,application/pdf,PDF displayed. Individual pages saved as 400 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),,,,,,2018-05-15,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/75,75,76.cpd,/dworshak/supp/75/index.pdf,dworshak75
Bruces Eddy Bill,,A copy of the Bruces Eddy Project Bill,1956-05-15,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir;","Curtis, Bert; Bruces Eddy;",MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7a-032,,correspondence files,Text,application/pdf,PDF displayed. Individual pages saved as 400 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),,,,,,2018-05-15,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/78,78,79.cpd,/dworshak/supp/78/index.pdf,dworshak78
Pacific Northwest Power Company,"Robinson, K.M.",Comments on the Bruces Eddy omnibus bill,1956-05-24,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir;","Curtis, Bert; Pacific Northwest Power Company; Robinson, K.M.; Bruces Eddy;",MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7a-033,,correspondence files,Text,application/pdf,PDF displayed. Individual pages saved as 400 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),,,,,,2018-05-15,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/80,80,81.cpd,/dworshak/supp/80/index.pdf,dworshak80
Letter from the Governor,"Smylie, Robert E.",A letter to Bert Curtis regarding a meeting with Senator Dworshak,1956-05-25,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak, Henry C. (Henry Clarence), 1894-1962; Smylie, Robert E. (Robert Eben), 1914-","Curtis, Bert; Dworshak, Henry C.; Smylie, Robert E.; Bruces Eddy;",MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7a-034,,correspondence files,Text,application/pdf,PDF displayed. Individual pages saved as 400 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),,,,,,2018-05-15,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/82,82,83.cpd,/dworshak/supp/82/index.pdf,dworshak82
The Washington Water Power Company,"Robinson, K.M.",Robinson offers comments on the revised Bruces Eddy Bill,1956-06-05,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir;","Curtis, Bert; Robinson, K.M.; Bruces Eddy; The Washington Water Power Company",MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7a-035,,correspondence files,Text,application/pdf,PDF displayed. Individual pages saved as 400 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),,,,,,2018-05-15,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/84,84,85.cpd,/dworshak/supp/84/index.pdf,dworshak84
The Washington Water Power Company,"Robinson, K.M.",Robinson expresses frustration at getting the Bruces Eddy Bill through Congress,1956-06-21,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir;","Curtis, Bert; Robinson, K.M.; Bruces Eddy; The Washington Water Power Company",MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7a-036,,correspondence files,Text,application/pdf,PDF displayed. Individual pages saved as 400 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),,,,,,2018-05-15,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/86,86,87.cpd,/dworshak/supp/86/index.pdf,dworshak86
The Washington Water Power Company Press Release,The Washington Water Power Company,"A press release issued by the Washington Water Power Company, with handwritten notes by Bert Curtis",1956-06-21,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir;","Curtis, Bert; Robinson, K.M.; Bruces Eddy; The Washington Water Power Company",MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7a-037,,correspondence files,Text,application/pdf,PDF displayed. Individual pages saved as 400 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),,,,,,2018-05-15,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/88,88,89.cpd,/dworshak/supp/88/index.pdf,dworshak88
Resolution 18,,A resolution on the Bruces Eddy Project,1956-06-21,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir;","Curtis, Bert; Bruces Eddy;",MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7a-038,,correspondence files,Text,application/pdf,PDF displayed. Individual pages saved as 400 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),,,,,,2018-05-15,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/90,90,91.cpd,/dworshak/supp/90/index.pdf,dworshak90
Letter from Bert Curtis,"Curtis, Albert B. (Albert Bruce), 1903-1985",A letter to Howard Stinson regarding Bruces Eddy,1957-04-08,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir;","Curtis, Bert; Stinson, Howard; Bruces Eddy;",MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7a-039,,correspondence files,Text,application/pdf,PDF displayed. Individual pages saved as 400 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),,,,,,2018-05-15,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/92,92,93.cpd,/dworshak/supp/92/index.pdf,dworshak92
Bruces Eddy information request,"Kester, Linda J.; Curtis, Albert B. (Albert Bruce), 1903-1985",A letter to Bert Curtis requesting information on the Bruces Eddy Dam and Bert Curtis's response,1957-04-24,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir;","Curtis, Bert; Bruces Eddy; Kester, Linda J.; Wellesley College;",MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7a-040,,correspondence files,Text,application/pdf,PDF displayed. Individual pages saved as 400 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),,,,,,2018-05-15,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/96,96,97.cpd,/dworshak/supp/96/index.pdf,dworshak96
Bruces Eddy information request,"Kester, Linda J.; Curtis, Albert B. (Albert Bruce), 1903-1985",A letter to Bert Curtis requesting information on the Bruces Eddy Dam and Bert Curtis's response,1957-05-08,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir;","Curtis, Bert; Bruces Eddy; Kester, Linda J.; Wellesley College;",MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7a-041,,correspondence files,Text,application/pdf,PDF displayed. Individual pages saved as 400 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),,,,,,2018-05-15,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/99,99,100.cpd,/dworshak/supp/99/index.pdf,dworshak99
